id,color_hex,brand,product_line,shade_name,product_type,color_rgb,color_hsl,color_lab_l,color_lab_a,color_lab_b,brightness,saturation,hue_degree,undertone,undertone_confidence,color_depth,color_family,color_family_confidence,finish,finish_confidence,recommended_skin_undertone,recommended_skin_depth,seasonal_palette
bite-beauty-kimchi,#fa4f83,BITE Beauty,Amuse Bouche Lipstick,Kimchi,lipstick,"{""r"":250,""g"":79,""b"":131}","{""h"":341.75,""s"":94.48,""l"":64.51}",59.4897,68.0871,8.7592,59.49,94.48,341.75,cool,0.65,light,rose,0.99,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-liquorice,#571f1e,BITE Beauty,Amuse Bouche Lipstick,Liquorice,lipstick,"{""r"":87,""g"":31,""b"":30}","{""h"":1.05,""s"":48.72,""l"":22.94}",20.4421,25.86,14.0349,20.44,48.72,1.05,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-maple,#a23731,BITE Beauty,Amuse Bouche Lipstick,Maple,lipstick,"{""r"":162,""g"":55,""b"":49}","{""h"":3.19,""s"":53.55,""l"":41.37}",38.9638,43.8169,27.8792,38.96,53.55,3.19,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-meringue,#ce8479,BITE Beauty,Amuse Bouche Lipstick,Meringue,lipstick,"{""r"":206,""g"":132,""b"":121}","{""h"":7.76,""s"":46.45,""l"":64.12}",62.5142,27.1777,17.8084,62.51,46.45,7.76,warm,0.99,light,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-molasses,#864644,BITE Beauty,Amuse Bouche Lipstick,Molasses,lipstick,"{""r"":134,""g"":70,""b"":68}","{""h"":1.82,""s"":32.67,""l"":39.61}",37.6032,27.0015,13.5225,37.6,32.67,1.82,warm,0.99,deep,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-nori,#652523,BITE Beauty,Amuse Bouche Lipstick,Nori,lipstick,"{""r"":101,""g"":37,""b"":35}","{""h"":1.82,""s"":48.53,""l"":26.67}",24.3603,28.7294,16.214,24.36,48.53,1.82,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-pepper,#b25a58,BITE Beauty,Amuse Bouche Lipstick,Pepper,lipstick,"{""r"":178,""g"":90,""b"":88}","{""h"":1.33,""s"":36.89,""l"":52.16}",48.8647,35.469,17.7011,48.86,36.89,1.33,warm,0.99,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-persimmon,#cb3224,BITE Beauty,Amuse Bouche Lipstick,Persimmon,lipstick,"{""r"":203,""g"":50,""b"":36}","{""h"":5.03,""s"":69.87,""l"":46.86}",45.7835,58.6444,44.7304,45.78,69.87,5.03,warm,0.99,medium,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-pickled-ginger,#fc4e4d,BITE Beauty,Amuse Bouche Lipstick,Pickled Ginger,lipstick,"{""r"":252,""g"":78,""b"":77}","{""h"":0.34,""s"":96.69,""l"":64.51}",58.6831,65.5047,39.0044,58.68,96.69,0.34,warm,0.99,light,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-radish,#b9294c,BITE Beauty,Amuse Bouche Lipstick,Radish,lipstick,"{""r"":185,""g"":41,""b"":76}","{""h"":345.42,""s"":63.72,""l"":44.31}",41.8841,57.9927,15.7885,41.88,63.72,345.42,warm,0.5409,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-rhubarb,#924245,BITE Beauty,Amuse Bouche Lipstick,Rhubarb,lipstick,"{""r"":146,""g"":66,""b"":69}","{""h"":357.75,""s"":37.74,""l"":41.57}",38.6187,34.0389,14.5857,38.62,37.74,357.75,warm,0.99,deep,rose,0.5167,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-sake,#b1605f,BITE Beauty,Amuse Bouche Lipstick,Sake,lipstick,"{""r"":177,""g"":96,""b"":95}","{""h"":0.73,""s"":34.45,""l"":53.33}",50.1463,32.5812,15.2635,50.15,34.45,0.73,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-sangria,#d84066,BITE Beauty,Amuse Bouche Lipstick,Sangria,lipstick,"{""r"":216,""g"":64,""b"":102}","{""h"":345.0,""s"":66.09,""l"":54.9}",50.9546,61.2321,13.153,50.95,66.09,345.0,warm,0.6808,medium,berry,0.4803,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-souffl-,#cd8994,BITE Beauty,Amuse Bouche Lipstick,Soufflé,lipstick,"{""r"":205,""g"":137,""b"":148}","{""h"":350.29,""s"":40.48,""l"":67.06}",64.1699,27.4685,4.8321,64.17,40.48,350.29,neutral,0.99,light,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-sour-cherry,#a11a21,BITE Beauty,Amuse Bouche Lipstick,Sour Cherry,lipstick,"{""r"":161,""g"":26,""b"":33}","{""h"":356.89,""s"":72.19,""l"":36.67}",34.8592,53.0293,32.7447,34.86,72.19,356.89,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-spritzer,#b66494,BITE Beauty,Amuse Bouche Lipstick,Spritzer,lipstick,"{""r"":182,""g"":100,""b"":148}","{""h"":324.88,""s"":35.96,""l"":55.29}",53.1673,39.2226,-11.7006,53.17,35.96,324.88,cool,0.99,medium,mauve,0.4756,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-squid-ink,#2d2c3a,BITE Beauty,Amuse Bouche Lipstick,Squid Ink,lipstick,"{""r"":45,""g"":44,""b"":58}","{""h"":244.29,""s"":13.73,""l"":20.0}",18.6477,4.0873,-8.7478,18.65,13.73,244.29,cool,0.6265,deep,rose,0.35,watery,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-sugarcane,#c17673,BITE Beauty,Amuse Bouche Lipstick,Sugarcane,lipstick,"{""r"":193,""g"":118,""b"":115}","{""h"":2.31,""s"":38.61,""l"":60.39}",57.5927,29.0485,14.1838,57.59,38.61,2.31,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-sweet-cream,#bd524a,BITE Beauty,Amuse Bouche Lipstick,Sweet Cream,lipstick,"{""r"":189,""g"":82,""b"":74}","{""h"":4.17,""s"":46.56,""l"":51.57}",48.6992,42.5129,26.0831,48.7,46.56,4.17,warm,0.99,medium,rose,0.5409,cream,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-tannin,#671b1f,BITE Beauty,Amuse Bouche Lipstick,Tannin,lipstick,"{""r"":103,""g"":27,""b"":31}","{""h"":356.84,""s"":58.46,""l"":25.49}",22.8866,34.0205,17.1078,22.89,58.46,356.84,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-thistle,#96635f,BITE Beauty,Amuse Bouche Lipstick,Thistle,lipstick,"{""r"":150,""g"":99,""b"":95}","{""h"":4.36,""s"":22.45,""l"":48.04}",47.2817,20.1293,10.7463,47.28,22.45,4.36,neutral,0.5409,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-verbena,#a64a3f,BITE Beauty,Amuse Bouche Lipstick,Verbena,lipstick,"{""r"":166,""g"":74,""b"":63}","{""h"":6.41,""s"":44.98,""l"":44.9}",43.3093,37.0869,24.9959,43.31,44.98,6.41,warm,0.99,medium,rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-whiskey,#613630,BITE Beauty,Amuse Bouche Lipstick,Whiskey,lipstick,"{""r"":97,""g"":54,""b"":48}","{""h"":7.35,""s"":33.79,""l"":28.43}",27.8283,18.478,12.0983,27.83,33.79,7.35,warm,0.99,deep,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-sorbet,#d46369,BITE Beauty,Amuse Bouche Lipstick,Sorbet,lipstick,"{""r"":212,""g"":99,""b"":105}","{""h"":356.81,""s"":56.78,""l"":60.98}",56.0322,45.0277,18.2497,56.03,56.78,356.81,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-toronto,#b32524,BITE Beauty,Road Trip With BITE,Toronto,lipstick,"{""r"":179,""g"":37,""b"":36}","{""h"":0.42,""s"":66.51,""l"":42.16}",39.6433,55.4204,37.1253,39.64,66.51,0.42,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-new-york-city,#c91e40,BITE Beauty,Road Trip With BITE,New York City,lipstick,"{""r"":201,""g"":30,""b"":64}","{""h"":348.07,""s"":74.03,""l"":45.29}",43.8291,64.5126,26.3916,43.83,74.03,348.07,warm,0.6808,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-san-francisco,#ea1b2d,BITE Beauty,Road Trip With BITE,San Francisco,lipstick,"{""r"":234,""g"":27,""b"":45}","{""h"":354.78,""s"":83.13,""l"":51.18}",50.0632,72.949,46.245,50.06,83.13,354.78,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-miami,#d41b5e,BITE Beauty,Road Trip With BITE,Miami,lipstick,"{""r"":212,""g"":27,""b"":94}","{""h"":338.27,""s"":77.41,""l"":46.86}",46.4366,69.662,11.6522,46.44,77.41,338.27,cool,0.65,medium,rose,0.99,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-dallas,#aa1d3f,BITE Beauty,Road Trip With BITE,Dallas,lipstick,"{""r"":170,""g"":29,""b"":63}","{""h"":345.53,""s"":70.85,""l"":39.02}",37.4563,56.2696,17.5803,37.46,70.85,345.53,warm,0.6808,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-chicago,#671c30,BITE Beauty,Road Trip With BITE,Chicago,lipstick,"{""r"":103,""g"":28,""b"":48}","{""h"":344.0,""s"":57.25,""l"":25.69}",23.4331,34.9473,6.2073,23.43,57.25,344.0,cool,0.7,deep,wine,0.65,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
bite-beauty-los-angeles,#a26054,BITE Beauty,Road Trip With BITE,Los Angeles,lipstick,"{""r"":162,""g"":96,""b"":84}","{""h"":9.23,""s"":31.71,""l"":48.24}",47.8659,25.4666,18.3471,47.87,31.71,9.23,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-atlanta,#d05359,BITE Beauty,Road Trip With BITE,Atlanta,lipstick,"{""r"":208,""g"":83,""b"":89}","{""h"":357.12,""s"":57.08,""l"":57.06}",52.1989,49.8854,22.3819,52.2,57.08,357.12,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-strawberry-froz-,#c01e57,BITE Beauty,Outburst Longwear Lip Stain,Strawberry Frozé,lipstick,"{""r"":192,""g"":30,""b"":87}","{""h"":338.89,""s"":72.97,""l"":43.53}",42.5009,63.5415,9.9389,42.5,72.97,338.89,cool,0.65,medium,rose,0.99,watery,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-sangria-slush,#8d051b,BITE Beauty,Outburst Longwear Lip Stain,Sangria Slush,lipstick,"{""r"":141,""g"":5,""b"":27}","{""h"":350.29,""s"":93.15,""l"":28.63}",29.0367,51.2834,28.9229,29.04,93.15,350.29,warm,0.99,deep,red,0.45,watery,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-orange-fizz,#cd2b29,BITE Beauty,Outburst Longwear Lip Stain,Orange Fizz,lipstick,"{""r"":205,""g"":43,""b"":41}","{""h"":0.73,""s"":66.67,""l"":48.24}",45.4574,61.5105,41.9157,45.46,66.67,0.73,warm,0.99,medium,orange,0.5357,watery,0.99,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-nearly-neon-peach,#ed624b,BITE Beauty,Lip Lab Glossy Sheer Lipstick,Nearly Neon Peach,lipstick,"{""r"":237,""g"":98,""b"":75}","{""h"":8.52,""s"":81.82,""l"":61.18}",59.2081,52.2832,40.102,59.21,81.82,8.52,warm,0.99,light,peach,0.4704,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
bite-beauty-nearly-neon-orange,#f54631,BITE Beauty,Lip Lab Glossy Sheer Lipstick,Nearly Neon Orange,lipstick,"{""r"":245,""g"":70,""b"":49}","{""h"":6.43,""s"":90.74,""l"":57.65}",56.1086,65.1433,50.7805,56.11,90.74,6.43,warm,0.99,medium,orange,0.5357,sheer,0.99,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-toasted-cardamom,#9d605b,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Toasted Cardamom,lipstick,"{""r"":157,""g"":96,""b"":91}","{""h"":4.55,""s"":26.61,""l"":48.63}",47.3537,24.2036,13.3737,47.35,26.61,4.55,warm,0.99,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-pink-salt,#a96365,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Pink Salt,lipstick,"{""r"":169,""g"":99,""b"":101}","{""h"":358.29,""s"":28.93,""l"":52.55}",49.8583,28.4902,11.132,49.86,28.93,358.29,warm,0.97,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-hot-harissa,#af3e2e,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Hot Harissa,lipstick,"{""r"":175,""g"":62,""b"":46}","{""h"":7.44,""s"":58.37,""l"":43.33}",42.3983,45.1674,34.2046,42.4,58.37,7.44,warm,0.99,medium,chili,0.4917,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-star-anise,#9c756e,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Star Anise,lipstick,"{""r"":156,""g"":117,""b"":110}","{""h"":9.13,""s"":18.85,""l"":52.16}",52.8591,14.2583,9.8154,52.86,18.85,9.13,warm,0.5167,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-lit-turmeric,#bf6857,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Lit Turmeric,lipstick,"{""r"":191,""g"":104,""b"":87}","{""h"":9.81,""s"":44.83,""l"":54.51}",53.673,33.0046,25.0033,53.67,44.83,9.81,warm,0.99,medium,chili,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-crushed-chili,#9d453b,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Crushed Chili,lipstick,"{""r"":157,""g"":69,""b"":59}","{""h"":6.12,""s"":45.37,""l"":42.35}",40.8034,35.8933,23.9275,40.8,45.37,6.12,warm,0.99,deep,chili,0.6205,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
bite-beauty-smoked-za-atar,#7b4539,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Smoked Za'Atar,lipstick,"{""r"":123,""g"":69,""b"":57}","{""h"":10.91,""s"":36.67,""l"":35.29}",35.5252,21.8343,17.3102,35.53,36.67,10.91,warm,0.99,deep,chili,0.5152,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
bite-beauty-saffron-fire,#e44a32,BITE Beauty,Amuse Bouche Lipstick Spice Collection,Saffron Fire,lipstick,"{""r"":228,""g"":74,""b"":50}","{""h"":8.09,""s"":76.72,""l"":54.51}",53.6291,58.3369,46.8092,53.63,76.72,8.09,warm,0.99,medium,chili,0.6631,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-amaretto,#cc756c,BITE Beauty,Matte Crème Lip Crayon,Amaretto,lipstick,"{""r"":204,""g"":117,""b"":108}","{""h"":5.62,""s"":48.48,""l"":61.18}",58.6451,33.0925,19.8788,58.65,48.48,5.62,warm,0.99,light,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-aubergine,#913952,BITE Beauty,Matte Crème Lip Crayon,Aubergine,lipstick,"{""r"":145,""g"":57,""b"":82}","{""h"":342.95,""s"":43.56,""l"":39.61}",37.035,39.5702,4.1464,37.03,43.56,342.95,cool,0.7,deep,mauve,0.4713,matte,0.99,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",summer
bite-beauty-black-truffle,#58414b,BITE Beauty,Matte Crème Lip Crayon,Black Truffle,lipstick,"{""r"":88,""g"":65,""b"":75}","{""h"":333.91,""s"":15.03,""l"":30.0}",30.3118,11.7915,-2.1548,30.31,15.03,333.91,cool,0.9315,deep,mauve,0.99,matte,0.99,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",summer
bite-beauty-blanc,#ededed,BITE Beauty,Matte Crème Lip Crayon,Blanc,lipstick,"{""r"":237,""g"":237,""b"":237}","{""h"":0.0,""s"":0.0,""l"":92.94}",93.7482,-0.0,0.0,93.75,0.0,0.0,cool,0.8136,fair,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-blood-orange,#f96153,BITE Beauty,Matte Crème Lip Crayon,Blood Orange,lipstick,"{""r"":249,""g"":97,""b"":83}","{""h"":5.06,""s"":93.26,""l"":65.1}",61.0628,57.2633,38.3928,61.06,93.26,5.06,warm,0.99,light,orange,0.5357,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
bite-beauty-brandy,#aa404e,BITE Beauty,Matte Crème Lip Crayon,Brandy,lipstick,"{""r"":170,""g"":64,""b"":78}","{""h"":352.08,""s"":45.3,""l"":45.88}",42.4076,44.5826,14.7981,42.41,45.3,352.08,warm,0.99,medium,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-cava,#b9797a,BITE Beauty,Matte Crème Lip Crayon,Cava,lipstick,"{""r"":185,""g"":121,""b"":122}","{""h"":359.06,""s"":31.37,""l"":60.0}",57.4595,25.1486,9.8102,57.46,31.37,359.06,neutral,0.99,medium,rose,0.5198,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-cognac,#713d3f,BITE Beauty,Matte Crème Lip Crayon,Cognac,lipstick,"{""r"":113,""g"":61,""b"":63}","{""h"":357.69,""s"":29.89,""l"":34.12}",32.2757,22.9466,8.8607,32.28,29.89,357.69,neutral,0.99,deep,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-fraise,#ce3547,BITE Beauty,Matte Crème Lip Crayon,Fraise,lipstick,"{""r"":206,""g"":53,""b"":71}","{""h"":352.94,""s"":60.96,""l"":50.78}",47.1408,60.0064,26.4966,47.14,60.96,352.94,warm,0.99,medium,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-framboise,#bf4365,BITE Beauty,Matte Crème Lip Crayon,Framboise,lipstick,"{""r"":191,""g"":67,""b"":101}","{""h"":343.55,""s"":49.21,""l"":50.59}",47.0184,52.2935,7.6033,47.02,49.21,343.55,cool,0.7,medium,berry,0.6881,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-glac-,#aa626e,BITE Beauty,Matte Crème Lip Crayon,Glacé,lipstick,"{""r"":170,""g"":98,""b"":110}","{""h"":350.0,""s"":29.75,""l"":52.55}",49.9887,30.5418,5.9722,49.99,29.75,350.0,cool,0.7,medium,dusty-rose,0.4935,matte,0.99,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-l-ch-,#c3746f,BITE Beauty,Matte Crème Lip Crayon,Léché,lipstick,"{""r"":195,""g"":116,""b"":111}","{""h"":3.57,""s"":41.18,""l"":60.0}",57.3117,30.4615,16.1422,57.31,41.18,3.57,warm,0.99,medium,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-liquorice,#6e3232,BITE Beauty,Matte Crème Lip Crayon,Liquorice,lipstick,"{""r"":110,""g"":50,""b"":50}","{""h"":0.0,""s"":37.5,""l"":31.37}",28.9728,26.6116,12.6846,28.97,37.5,0.0,warm,0.99,deep,rose,0.5167,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-molasses,#92534c,BITE Beauty,Matte Crème Lip Crayon,Molasses,lipstick,"{""r"":146,""g"":83,""b"":76}","{""h"":6.0,""s"":31.53,""l"":43.53}",42.492,25.4028,15.5231,42.49,31.53,6.0,warm,0.99,medium,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-pastille,#ae5b63,BITE Beauty,Matte Crème Lip Crayon,Pastille,lipstick,"{""r"":174,""g"":91,""b"":99}","{""h"":354.22,""s"":33.88,""l"":51.96}",48.7402,34.5445,10.8627,48.74,33.88,354.22,neutral,0.5409,medium,rose,0.5198,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bite-beauty-p-che,#d95c5a,BITE Beauty,Matte Crème Lip Crayon,Pêche,lipstick,"{""r"":217,""g"":92,""b"":90}","{""h"":0.94,""s"":62.56,""l"":60.2}",55.225,48.9414,26.0328,55.23,62.56,0.94,warm,0.99,medium,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-pink-lady,#ec3a86,BITE Beauty,Matte Crème Lip Crayon,Pink Lady,lipstick,"{""r"":236,""g"":58,""b"":134}","{""h"":334.38,""s"":82.41,""l"":57.65}",54.6428,71.4795,-0.3117,54.64,82.41,334.38,cool,0.99,medium,pink,0.99,matte,0.99,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
bite-beauty-red-velvet,#c82f4d,BITE Beauty,Matte Crème Lip Crayon,Red Velvet,lipstick,"{""r"":200,""g"":47,""b"":77}","{""h"":348.24,""s"":61.94,""l"":48.43}",45.431,60.5262,20.4114,45.43,61.94,348.24,warm,0.5409,medium,red,0.99,matte,0.4803,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-rose-hip,#d62821,BITE Beauty,Matte Crème Lip Crayon,Rose Hip,lipstick,"{""r"":214,""g"":40,""b"":33}","{""h"":2.32,""s"":73.28,""l"":48.43}",46.8803,64.6733,48.0193,46.88,73.28,2.32,warm,0.65,medium,rose,0.7643,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
bite-beauty-sucre,#d65d64,BITE Beauty,Matte Crème Lip Crayon,Sucre,lipstick,"{""r"":214,""g"":93,""b"":100}","{""h"":356.53,""s"":59.61,""l"":60.2}",55.1228,48.1945,19.9896,55.12,59.61,356.53,warm,0.99,medium,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-sugarcane,#c87678,BITE Beauty,Matte Crème Lip Crayon,Sugarcane,lipstick,"{""r"":200,""g"":118,""b"":120}","{""h"":358.54,""s"":42.71,""l"":62.35}",58.5977,32.311,12.835,58.6,42.71,358.54,warm,0.99,light,rose,0.5409,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-tatin,#d76171,BITE Beauty,Matte Crème Lip Crayon,Tatin,lipstick,"{""r"":215,""g"":97,""b"":113}","{""h"":351.86,""s"":59.6,""l"":61.18}",56.2802,47.7902,13.9855,56.28,59.6,351.86,warm,0.99,medium,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
bite-beauty-truffle,#73454f,BITE Beauty,Matte Crème Lip Crayon,Truffle,lipstick,"{""r"":115,""g"":69,""b"":79}","{""h"":346.96,""s"":25.0,""l"":36.08}",34.9359,21.1965,2.4408,34.94,25.0,346.96,cool,0.7,deep,rose,0.4713,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
bobbi-brown-sazan-nude,#c98e88,Bobbi Brown,Crushed Lip Color,Sazan Nude,lipstick,"{""r"":201,""g"":142,""b"":136}","{""h"":5.54,""s"":37.57,""l"":66.08}",64.5985,21.5975,12.1596,64.6,37.57,5.54,warm,0.5468,light,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
